# Weather station Yahotyn, Ukraine, WMO_ID=33356,selection from 27.10.2017 till 27.10.2018, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ua 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ua/archive.php?wmo_id=33356&lang=en
#
"Local time in Yahotyn";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.12.2017 05:00";"0.2";"748.0";"759.8";"";"98";"Wind blowing from the north-east";"4";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"18.12.2017 02:00";"0.5";"750.3";"762.1";"";"96";"Wind blowing from the north-west";"3";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";"";
"17.12.2017 23:00";"1.3";"751.0";"762.8";"";"86";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 20:00";"1.3";"751.8";"763.6";"";"90";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 17:00";"2.0";"751.1";"762.8";"";"82";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 14:00";"2.3";"750.4";"762.1";"";"80";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 11:00";"2.7";"750.4";"762.1";"";"81";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 08:00";"2.9";"748.1";"759.8";"";"84";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 05:00";"4.5";"746.7";"758.3";"";"79";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.12.2017 02:00";"7.7";"744.7";"756.1";"";"84";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.12.2017 23:00";"9.5";"741.8";"753.1";"";"88";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.12.2017 20:00";"9.7";"740.3";"751.6";"";"88";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.12.2017 17:00";"10.1";"739.6";"750.8";"";"83";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.12.2017 14:00";"10.8";"738.9";"750.1";"";"82";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.12.2017 11:00";"8.5";"740.3";"751.6";"";"97";"Wind blowing from the south-east";"7";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"16.12.2017 08:00";"6.5";"741.7";"753.1";"";"94";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"16.12.2017 05:00";"4.3";"743.1";"754.6";"";"95";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.12.2017 02:00";"4.1";"743.8";"755.3";"";"95";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";"";
"15.12.2017 23:00";"4.7";"745.3";"756.8";"";"92";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"15.12.2017 20:00";"3.7";"746.0";"757.6";"";"93";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";"";
"15.12.2017 17:00";"2.7";"746.0";"757.6";"";"94";"Wind blowing from the south";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"15.12.2017 14:00";"2.5";"746.0";"757.6";"";"96";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";"";
"15.12.2017 11:00";"1.3";"746.6";"758.3";"";"98";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";"";
"15.12.2017 08:00";"1.1";"746.6";"758.3";"";"98";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"15.12.2017 05:00";"1.1";"745.1";"756.8";"";"98";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"15.12.2017 02:00";"0.7";"744.4";"756.1";"";"96";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";"";
"14.12.2017 23:00";"0.2";"745.1";"756.8";"";"98";"Wind blowing from the south";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";"";
"14.12.2017 20:00";"0.7";"745.1";"756.8";"";"98";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";"";
"14.12.2017 17:00";"0.5";"744.4";"756.1";"";"98";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"14.12.2017 14:00";"0.7";"744.4";"756.1";"";"100";"Wind blowing from the west";"1";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";
"14.12.2017 11:00";"0.5";"745.1";"756.8";"";"100";"Wind blowing from the west";"2";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";
"14.12.2017 08:00";"0.3";"745.1";"756.8";"";"96";"Wind blowing from the north-east";"1";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"14.12.2017 05:00";"0.5";"745.9";"757.6";"";"94";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"14.12.2017 02:00";"0.6";"746.6";"758.3";"";"98";"Wind blowing from the north-east";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"13.12.2017 23:00";"0.9";"748.1";"759.8";"";"98";"Wind blowing from the north-west";"1";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"13.12.2017 20:00";"1.3";"748.9";"760.6";"";"94";"Wind blowing from the north-west";"2";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"13.12.2017 17:00";"2.1";"748.9";"760.6";"";"91";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"13.12.2017 14:00";"3.3";"748.9";"760.6";"";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.12.2017 11:00";"2.5";"748.9";"760.6";"";"84";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.12.2017 08:00";"0.1";"748.8";"760.6";"";"94";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"13.12.2017 05:00";"-0.2";"748.8";"760.6";"";"92";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"13.12.2017 02:00";"1.1";"748.8";"760.6";"";"83";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 23:00";"1.7";"748.9";"760.6";"";"83";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 20:00";"2.1";"748.1";"759.8";"";"80";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 17:00";"2.7";"747.4";"759.1";"";"79";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 14:00";"2.8";"746.7";"758.3";"";"75";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 11:00";"1.4";"746.6";"758.3";"";"79";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 08:00";"1.5";"746.6";"758.3";"";"82";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 05:00";"1.3";"746.6";"758.3";"";"85";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.12.2017 02:00";"0.9";"747.4";"759.1";"";"85";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 23:00";"0.3";"747.3";"759.1";"";"83";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 20:00";"-0.2";"747.3";"759.1";"";"86";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 17:00";"-0.6";"747.3";"759.1";"";"79";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 14:00";"-1.8";"746.5";"758.3";"";"84";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 11:00";"-2.8";"746.4";"758.3";"";"84";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 08:00";"-3.0";"745.7";"757.6";"";"83";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.12.2017 05:00";"-2.8";"744.9";"756.8";"";"86";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"11.12.2017 02:00";"-1.6";"741.4";"753.1";"";"94";"Wind blowing from the north-west";"5";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"10.12.2017 23:00";"-0.8";"737.6";"749.3";"";"95";"Wind blowing from the north-west";"5";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";"";
"10.12.2017 20:00";"-0.1";"734.7";"746.3";"";"96";"Wind blowing from the north-west";"4";"";"";"";" ";"Snow and/or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";"";
"10.12.2017 17:00";"1.3";"736.3";"747.8";"";"96";"Wind blowing from the north-west";"5";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";"";
"10.12.2017 14:00";"4.1";"737.8";"749.3";"";"95";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";"";
"10.12.2017 11:00";"5.3";"740.2";"751.6";"";"95";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"10.12.2017 08:00";"4.7";"740.8";"752.3";"";"95";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";"";
"10.12.2017 05:00";"4.7";"741.6";"753.1";"";"95";"Wind blowing from the south-east";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";"";
"10.12.2017 02:00";"3.5";"743.0";"754.6";"";"99";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";"";
"09.12.2017 23:00";"1.5";"743.6";"755.3";"";"98";"Wind blowing from the south-east";"1";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"09.12.2017 20:00";"0.9";"745.1";"756.8";"";"98";"Wind blowing from the south-east";"4";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"09.12.2017 17:00";"0.7";"745.9";"757.6";"";"96";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"09.12.2017 14:00";"-0.1";"745.8";"757.6";"";"100";"Wind blowing from the south-east";"4";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";
"09.12.2017 11:00";"-0.4";"746.5";"758.3";"";"99";"Wind blowing from the south-east";"4";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";
"09.12.2017 08:00";"-0.2";"747.3";"759.1";"";"100";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";
"09.12.2017 05:00";"-0.2";"747.3";"759.1";"";"100";"Wind blowing from the south-east";"2";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"09.12.2017 02:00";"-0.8";"748.0";"759.8";"";"97";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"08.12.2017 23:00";"0.0";"748.0";"759.8";"";"96";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"08.12.2017 20:00";"1.1";"748.1";"759.8";"";"94";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"08.12.2017 17:00";"2.1";"748.1";"759.8";"";"87";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"08.12.2017 14:00";"5.5";"748.2";"759.8";"";"74";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.12.2017 11:00";"4.1";"749.0";"760.6";"";"82";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"08.12.2017 08:00";"1.9";"749.6";"761.3";"";"98";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"08.12.2017 05:00";"0.7";"748.8";"760.6";"";"100";"Wind blowing from the south";"2";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"08.12.2017 02:00";"0.1";"749.5";"761.3";"";"98";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";"";
"07.12.2017 23:00";"0.1";"749.5";"761.3";"";"100";"Wind blowing from the south-east";"1";"";"";"";" ";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"07.12.2017 20:00";"0.1";"749.5";"761.3";"";"100";"Calm, no wind";"0";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";
"07.12.2017 17:00";"0.4";"748.8";"760.6";"";"94";"Wind blowing from the south";"1";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"07.12.2017 14:00";"0.9";"748.8";"760.6";"";"92";"Wind blowing from the south-west";"2";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"07.12.2017 11:00";"1.1";"748.8";"760.6";"";"85";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.12.2017 08:00";"0.1";"748.8";"760.6";"";"90";"Wind blowing from the west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"07.12.2017 05:00";"0.1";"748.0";"759.8";"";"90";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.12.2017 02:00";"0.3";"748.0";"759.8";"";"86";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.12.2017 23:00";"0.5";"747.3";"759.1";"";"83";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.12.2017 20:00";"1.3";"746.6";"758.3";"";"79";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.12.2017 17:00";"1.1";"745.9";"757.6";"";"85";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.12.2017 14:00";"1.8";"745.1";"756.8";"";"94";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"06.12.2017 11:00";"0.3";"745.1";"756.8";"";"94";"Wind blowing from the south-west";"3";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"06.12.2017 08:00";"-1.0";"748.0";"759.8";"";"95";"Wind blowing from the south";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"06.12.2017 05:00";"-1.8";"749.4";"761.3";"";"96";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"06.12.2017 02:00";"-0.4";"751.0";"762.8";"";"88";"Wind blowing from the west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"05.12.2017 23:00";"0.1";"751.8";"763.6";"";"96";"Wind blowing from the north-west";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"05.12.2017 20:00";"0.7";"751.0";"762.8";"";"94";"Wind blowing from the north-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"05.12.2017 17:00";"1.2";"751.0";"762.8";"";"85";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.12.2017 14:00";"1.7";"750.4";"762.1";"";"83";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.12.2017 11:00";"0.7";"750.3";"762.1";"";"94";"Wind blowing from the west";"3";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";"";
"05.12.2017 08:00";"0.3";"749.5";"761.3";"";"91";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"05.12.2017 05:00";"0.3";"748.8";"760.6";"";"87";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.12.2017 02:00";"0.1";"749.5";"761.3";"";"79";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 23:00";"-0.4";"749.5";"761.3";"";"74";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 20:00";"0.5";"749.5";"761.3";"";"83";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 17:00";"1.2";"749.5";"761.3";"";"83";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 14:00";"1.9";"749.6";"761.3";"";"80";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 11:00";"1.7";"748.9";"760.6";"";"82";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 08:00";"0.5";"748.8";"760.6";"";"86";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.12.2017 05:00";"1.5";"748.9";"760.6";"";"90";"Wind blowing from the south-west";"4";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"04.12.2017 02:00";"2.3";"748.1";"759.8";"";"94";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"03.12.2017 23:00";"2.5";"748.9";"760.6";"";"96";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";"";
"03.12.2017 20:00";"2.1";"750.4";"762.1";"";"96";"Wind blowing from the east";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.12.2017 17:00";"1.9";"753.3";"765.1";"";"100";"Wind blowing from the north-east";"2";"";"";"";" ";"Drizzle.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"03.12.2017 14:00";"1.8";"754.0";"765.8";"";"96";"Wind blowing from the north";"1";"";"";"";" ";"Drizzle.";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";"";
"03.12.2017 11:00";"1.9";"755.5";"767.3";"";"94";"Wind blowing from the north-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"03.12.2017 08:00";"1.1";"755.4";"767.3";"";"94";"Wind blowing from the north-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"03.12.2017 05:00";"1.1";"754.8";"766.6";"";"94";"Wind blowing from the north";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";"";
"03.12.2017 02:00";"1.7";"754.0";"765.8";"";"96";"Wind blowing from the north-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.12.2017 23:00";"2.1";"752.5";"764.3";"";"98";"Wind blowing from the north";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"02.12.2017 20:00";"2.4";"752.5";"764.3";"";"96";"Wind blowing from the north-east";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.12.2017 17:00";"2.9";"752.6";"764.3";"";"94";"Wind blowing from the north-east";"4";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";"";
"02.12.2017 14:00";"2.9";"753.4";"765.1";"";"94";"Wind blowing from the north-east";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"02.12.2017 11:00";"2.5";"754.0";"765.8";"";"91";"Wind blowing from the north-east";"4";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"02.12.2017 08:00";"1.9";"754.0";"765.8";"";"91";"Wind blowing from the south-east";"2";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";"";
"02.12.2017 05:00";"2.5";"753.3";"765.1";"";"91";"Wind blowing from the north";"1";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"02.12.2017 02:00";"3.7";"752.6";"764.3";"";"95";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"01.12.2017 23:00";"4.5";"751.9";"763.6";"";"99";"Wind blowing from the north-west";"1";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";"";
"01.12.2017 20:00";"4.9";"750.5";"762.1";"";"92";"Wind blowing from the north-west";"2";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"01.12.2017 17:00";"8.3";"749.1";"760.6";"";"97";"Wind blowing from the west";"2";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";"";
"01.12.2017 14:00";"8.5";"747.7";"759.1";"";"93";"Wind blowing from the south-east";"3";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"01.12.2017 11:00";"7.5";"747.6";"759.1";"";"96";"Wind blowing from the south-east";"4";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";"";
"01.12.2017 08:00";"6.7";"746.8";"758.3";"";"95";"Wind blowing from the south-east";"5";"";"";"";" ";"Rain.";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
